StrID,streetName,StartX,StartY,MidX,MidY,EndX,EndY,DeadEndX,DeadEndY
154,SLOCAN ST,-123.049309848,49.2847779138,-123.049310552,49.2843258921,-123.049311641,49.2838738712,0,0
132,N SLOCAN ST,-123.049309848,49.2847779138,-123.0493095,49.285230142,-123.049308701,49.2856823696,0,0
109,KAMLOOPS ST,-123.054563963,49.2847840707,-123.054565443,49.2843317667,-123.054565729,49.2838794605,0,0
389,W 5TH AV,-123.106670123,49.2665107761,-123.108043726,49.2665365856,-123.109417329,49.2665623951,0,0
346,SEMLIN DRIVE,-123.063570559,49.2839188258,-123.063580054,49.2834659544,-123.063593952,49.2830131969,0,0
117,LAKEWOOD DRIVE,-123.061619974,49.2848132569,-123.061628212,49.2843607945,-123.061635993,49.2839083241,0,0
127,N NANAIMO ST,-123.056515478,49.284786362,-123.056513329,49.2852385002,-123.05650998,49.2856906311,0,0
69,E 42ND AV,-123.105682537,49.2317081482,-123.104665656,49.2316885679,-123.103648778,49.2316689275,0,0
193,W 40TH AV,-123.105574246,49.2345967752,-123.106805644,49.2346357134,-123.10803695,49.2346775973,0,0
454,CARDERO ST,-123.135462235,49.2873251705,-123.135993444,49.2869732646,-123.136524263,49.2866207681,0,0
305,HEATLEY AV,-123.089395449,49.2839020566,-123.089415222,49.2834492767,-123.089435062,49.2829964997,0,0
317,N BOUNDARY ROAD,-123.023488656,49.2856650194,-123.023476429,49.2861834263,-123.023462513,49.2867017907,0,0
144,POWELL ST,-123.102159863,49.2832328949,-123.103207721,49.2832522217,-123.10425558,49.2832714834,0,0
228,CARRALL ST,-123.104227351,49.2839566704,-123.104236836,49.2837238672,-123.104246321,49.283491064,-123.10422735,49.28395667
116,KOOTENAY ST,-123.025679768,49.2847617179,-123.02567518,49.2843080755,-123.025676478,49.2838544117,0,0
464,DAVIE ST,-123.129165673,49.2790744485,-123.130173597,49.2797264491,-123.13118152,49.2803784497,0,0
450,BURRARD ST,-123.127040417,49.2804806205,-123.127307193,49.2803041065,-123.127573968,49.2801275925,0,0
62,E 33RD AV,-123.104051844,49.2405451658,-123.103406347,49.2405329731,-123.102760853,49.240520613,0,0
257,E 28TH AV,-123.103864512,49.246016327,-123.10319017,49.2460044829,-123.102515825,49.2459927777,0,0
222,TALISMAN AV,-123.108957111,49.2460066261,-123.110509723,49.2468056545,-123.112262142,49.2469549056,0,0
201,W 48TH AV,-123.105902634,49.226739145,-123.107132242,49.2267606505,-123.108361857,49.2267817327,0,0
105,GORE AV,-123.097878497,49.2842935067,-123.097862018,49.2841753286,-123.097845538,49.2840571505,0,0
338,PRINCESS AV,-123.091346732,49.2839378785,-123.091366346,49.2834848915,-123.091386431,49.2830319251,0,0
405,WATER ST,-123.106367869,49.2838793592,-123.107564901,49.2840964903,-123.108761932,49.2843136215,0,0
422,RICHELIEU AV,-123.127251127,49.2561203626,-123.129237076,49.2562085041,-123.131080062,49.2570703487,0,0
84,E 56TH AV,-123.106153179,49.2193798852,-123.105067262,49.2193585095,-123.103981357,49.2193365424,0,0
189,W 37TH AV,-123.10547411,49.2373147182,-123.106685374,49.2373379453,-123.107896637,49.2373611723,0,0
319,N GARDEN DRIVE,-123.05773188,49.2856973042,-123.057723435,49.2861533751,-123.057708565,49.2866092821,0,0
400,W KING EDWARD AV,-123.107433611,49.2488830466,-123.108735266,49.2489055186,-123.110032788,49.248891007,0,0
18,W 63RD AV,-123.106466499,49.2133395362,-123.108190913,49.2133592897,-123.109915401,49.2133713245,0,0
135,NANAIMO ST,-123.056515478,49.284786362,-123.056521888,49.2843345497,-123.056520454,49.2838826947,0,0
477,E 18TH AV,-123.083660757,49.2545177778,-123.082693935,49.2545031689,-123.081727114,49.2544885601,0,0
207,W 71ST AV,-123.108331159,49.2073602708,-123.10927315,49.2073792322,-123.11021514,49.2073981937,-123.10833116,49.20736027
13,SW MARINE DRIVE,-123.10653522,49.2123103042,-123.108251562,49.2123920659,-123.109956719,49.2121842142,0,0
500,E 47TH AV,-123.085170346,49.2272957101,-123.084491331,49.2272869791,-123.083812314,49.227278488,0,0
383,W 45TH AV,-123.108254441,49.2295293002,-123.109570626,49.2295747687,-123.110886811,49.2296202372,0,0
304,HAWKS AV,-123.087037252,49.2835507243,-123.087050651,49.2832514041,-123.087065046,49.2829521285,0,0
343,ROGERS ST,-123.079974681,49.2832493536,-123.079980992,49.2830302709,-123.079987303,49.2828111881,0,0
226,BOUNDARY ROAD,-123.023514926,49.2838551147,-123.02352238,49.2834019374,-123.023530183,49.282948766,0,0
264,E 35TH AV,-123.10153582,49.2390478166,-123.102180088,49.2390602972,-123.102824355,49.239072898,0,0
259,E 29TH AV,-123.102577884,49.2444920206,-123.101934299,49.2444816725,-123.101290703,49.2444719816,0,0
138,ONTARIO PLACE,-123.105646965,49.2326127157,-123.104664174,49.2325934438,-123.103681385,49.2325740458,0,0
167,W 10TH AV,-123.10491917,49.262074362,-123.105886023,49.2620915788,-123.106852875,49.2621087956,0,0
90,E BROADWAY,-123.104880324,49.2629999591,-123.103912833,49.2629772348,-123.102945342,49.2629545105,0,0
397,W GEORGIA ST,-123.110803967,49.277836286,-123.111298835,49.2781171067,-123.111793704,49.2783979275,-123.1117937,49.27839793
155,SMITHE ST,-123.112470747,49.2745103066,-123.11273073,49.2746787937,-123.112990713,49.2748472808,0,0
491,E 35TH AV,-123.083527292,49.2382177321,-123.082970196,49.2382101934,-123.082413094,49.2382031145,0,0
20,W KENT AV SOUTH,-123.106835989,49.20658412,-123.108552835,49.2064377677,-123.110269681,49.2062914154,0,0
220,WORTHINGTON PLACE,-123.032381907,49.2547255759,-123.032310928,49.2545453105,-123.032311557,49.2543402675,-123.03231156,49.25434027
244,E 15TH AV,-123.103177784,49.2575201522,-123.102176684,49.2575021535,-123.101175572,49.2574847907,0,0
366,W 1ST AV,-123.106678495,49.2702218814,-123.108036954,49.2702466707,-123.109395413,49.2702714601,0,0
243,E 14TH AV,-123.10313966,49.2584239535,-123.102138298,49.2584059602,-123.10113693,49.2583882499,0,0
247,E 18TH AV,-123.103300032,49.2546387129,-123.103035562,49.2546341813,-123.102771092,49.2546296497,0,0
192,W 3RD AV,-123.104660938,49.2682842361,-123.105628509,49.2683011711,-123.10659608,49.268318106,0,0
230,CENTRAL ST,-123.101899732,49.2718975476,-123.101093405,49.2717071952,-123.100287078,49.2715168427,0,0
350,SWITCHMEN ST,-123.102262607,49.2712114425,-123.101436283,49.27106587,-123.10060996,49.2709202976,0,0
339,PRIOR ST,-123.102216178,49.276803702,-123.10216693,49.276802855,-123.102117681,49.2768020081,0,0
131,N SKEENA ST,-123.028300407,49.2847626971,-123.028299881,49.2852144846,-123.028298875,49.2856662713,0,0
160,SWITCHMEN ST,-123.103237169,49.2713831117,-123.102749888,49.2712972771,-123.102262607,49.2712114425,-123.10323717,49.27138311
147,SE MARINE DRIVE,-123.10653522,49.2123103042,-123.106009628,49.2122283648,-123.105489623,49.2121167768,0,0
141,PENTICTON ST,-123.051936871,49.2847807657,-123.051938113,49.2843284618,-123.051938629,49.2838761565,0,0
499,E 45TH AV,-123.083808174,49.2290696183,-123.083244459,49.2290627995,-123.082683001,49.2290777602,0,0
57,E 2ND AV,-123.104621599,49.2692338777,-123.103653673,49.2692163279,-123.102685747,49.2691987781,0,0
178,W 1ST AV,-123.104618137,49.2701842224,-123.105353003,49.2701976568,-123.106087869,49.2702110913,0,0
504,E 50TH AV,-123.085261078,49.2244552895,-123.084049765,49.2244414456,-123.082838452,49.2244276017,0,0
460,COMMERCIAL DRIVE,-123.069497688,49.2757465228,-123.069511773,49.2752938046,-123.069518069,49.2748409112,0,0
467,DOUGLAS CRESCENT,-123.127321322,49.2544261975,-123.128545767,49.2545494611,-123.129608966,49.255119588,0,0
311,KINGSWAY,-123.099498556,49.2628536535,-123.099060953,49.2624082352,-123.098623351,49.2619628169,0,0
118,MALTA PLACE,-123.026601044,49.2551452212,-123.026222803,49.2548966253,-123.025844561,49.2546480294,-123.02584456,49.25464803
171,W 14TH AV,-123.105076272,49.2584579374,-123.106047141,49.2584753336,-123.107018011,49.2584927297,0,0
254,E 23RD AV,-123.102874923,49.250276023,-123.101931204,49.2502594491,-123.100987486,49.2502428668,0,0
470,E 11TH AV,-123.08332449,49.2605680483,-123.082357363,49.2605604801,-123.081390236,49.2605529119,0,0
441,W 77TH AV,-123.130497751,49.2008903685,-123.132910512,49.2009259055,-123.135323274,49.2009614287,0,0
393,W 7TH AV,-123.106745371,49.264703895,-123.108086569,49.2647271114,-123.109427767,49.2647503277,0,0
414,GILFORD ST,-123.1412422,49.2896741929,-123.141773091,49.2893221348,-123.142303853,49.2889698821,0,0
26,CASSIAR ST,-123.030856227,49.2847646425,-123.030857153,49.2843122345,-123.030858096,49.2838598267,0,0
91,E CORDOVA ST,-123.10428898,49.2824700901,-123.103249175,49.2823473515,-123.102200369,49.2823273597,0,0
424,W 16TH AV,-123.127214352,49.2570079703,-123.12874825,49.257032798,-123.130282149,49.2570576064,0,0
218,WALTER HARDWICK AV,-123.104587947,49.2708914799,-123.105618161,49.2709102811,-123.106648375,49.2709290854,0,0
180,W 1ST AV,-123.10651848,49.2702189617,-123.106598487,49.2702204215,-123.106678495,49.2702218814,0,0
148,SEMANA CRESCENT,-123.20229484,49.2356529727,-123.203025924,49.2349738279,-123.202012128,49.2361026095,-123.20229484,49.23565297
165,TROUNCE ALLEY,-123.104268451,49.2829657258,-123.105421683,49.283175938,-123.10657482,49.2833862689,0,0
36,E 14TH AV,-123.105076272,49.2584579374,-123.104107969,49.2584407773,-123.10313966,49.2584239535,0,0
361,W 15TH AV,-123.107051637,49.2575886166,-123.108349838,49.2576107957,-123.109648039,49.2576329748,0,0
362,W 16TH AV,-123.107089323,49.2567002231,-123.108385091,49.256732861,-123.109680859,49.2567654989,0,0
249,E 19TH AV,-123.10280989,49.2537250738,-123.101838857,49.2537090679,-123.100867824,49.2536930445,0,0
430,W 48TH AV,-123.128278052,49.2274782281,-123.130115383,49.2275425377,-123.131952703,49.2276071651,0,0
183,W 22ND AV,-123.104878942,49.2509574707,-123.106109845,49.2509808611,-123.107340748,49.2510042516,0,0
433,WOLFE AV,-123.129608966,49.255119588,-123.130542136,49.2562857489,-123.131800036,49.257081845,0,0
104,GORE AV,-123.097947857,49.2847738262,-123.097913177,49.2845336664,-123.097878497,49.2842935067,-123.09794786,49.28477383
190,W 38TH AV,-123.105507368,49.2364118888,-123.106727546,49.2364539167,-123.107947723,49.2364959446,0,0
219,WATER ST,-123.104246321,49.283491064,-123.105307095,49.2836852116,-123.106367869,49.2838793592,0,0
166,VICTORIA DRIVE,-123.065491939,49.2848332284,-123.065497657,49.2843810487,-123.065505399,49.2839288992,0,0
34,E 12TH AV,-123.104997116,49.2602679901,-123.104030182,49.2602499933,-123.103063248,49.2602319964,0,0
79,E 51ST AV,-123.106006441,49.2238511827,-123.104925245,49.2238290109,-123.10384405,49.2238068392,0,0
484,E 29TH AV,-123.083954321,49.2446098889,-123.083332129,49.244606857,-123.082709938,49.2446038251,0,0
133,N TEMPLETON DRIVE,-123.059683903,49.2848028402,-123.059676431,49.2852547199,-123.059667173,49.2857065666,0,0
420,RAYMUR AV,-123.082629758,49.2757965349,-123.082663415,49.2750208878,-123.082697072,49.2742452406,0,0
10,E KENT AV NORTH,-123.106821988,49.2068531103,-123.104624104,49.2070526299,-123.102424352,49.2072382602,0,0
435,KELOWNA ST,-123.042701802,49.2753727674,-123.042720356,49.2743138263,-123.042739167,49.2732548898,0,0
419,NICOLA ST,-123.13534401,49.2858563615,-123.135875596,49.2855042441,-123.136407343,49.2851523723,0,0
76,E 49TH AV,-123.105943195,49.2257446085,-123.104863217,49.2257230166,-123.103783248,49.2257009812,0,0
347,SKEENA ST,-123.028296379,49.2838514332,-123.028302932,49.2834016706,-123.028303413,49.2829518602,0,0
233,COMMERCIAL DRIVE,-123.070316017,49.2838363452,-123.070324225,49.2834598204,-123.07033241,49.2830832952,0,0
231,CLARK DRIVE,-123.07701741,49.2838138037,-123.077027433,49.2834381991,-123.077037456,49.2830625944,-123.07701741,49.2838138
443,BALFOUR AV,-123.127433576,49.2517172621,-123.12864998,49.2518380289,-123.129857142,49.2520042097,0,0
416,GLEN DRIVE,-123.081374073,49.2757731669,-123.081392181,49.2749973283,-123.081410289,49.2742214896,0,0
308,KASLO ST,-123.046684872,49.2838695023,-123.046684803,49.2834172473,-123.046685173,49.2829649925,0,0
176,W 19TH AV,-123.104751083,49.2537584924,-123.105983934,49.2537825975,-123.107216785,49.2538067027,0,0
434,HAZELTON ST,-123.037585289,49.2753687161,-123.037599554,49.2743089073,-123.03761384,49.2732490989,0,0
275,E 43RD AV,-123.103594826,49.230940755,-123.102511349,49.2309178377,-123.101427891,49.2308940775,0,0
289,E 56TH AV,-123.103981357,49.2193365424,-123.10291396,49.2193139938,-123.101846572,49.2192910482,0,0
120,N BOUNDARY ROAD,-123.023504975,49.2847605338,-123.023497156,49.2852127827,-123.023488656,49.2856650194,0,0
30,DUNLEVY AV,-123.095192751,49.2853444157,-123.095202528,49.2851053749,-123.095212305,49.2848663341,-123.09519275,49.28534442
373,W 37TH AV,-123.107896637,49.2373611723,-123.108556342,49.2373231793,-123.109214973,49.2372697022,0,0
303,GORE AV,-123.097845538,49.2840571505,-123.097783789,49.2836036792,-123.097719816,49.2831505163,0,0
113,KEEFER ST,-123.104423976,49.2792401062,-123.10330866,49.2792205394,-123.102200606,49.2792678923,0,0
456,CHARLESON,-123.126469079,49.2662420118,-123.127250636,49.2662625801,-123.128025444,49.2663451908,0,0
260,E 2ND AV,-123.102685747,49.2691987781,-123.101683613,49.2691802064,-123.100681467,49.2691623753,0,0
356,W 10TH AV,-123.106852875,49.2621087956,-123.108163807,49.2621320353,-123.10947474,49.262155275,0,0
241,E 12TH AV,-123.103063248,49.2602319964,-123.102061393,49.2602137216,-123.101059537,49.2601954468,0,0
358,W 12TH AV,-123.10693111,49.260300794,-123.108238869,49.2603229339,-123.109546627,49.2603450738,0,0
139,PACIFIC BOULEVARD,-123.102763483,49.2763338208,-123.104448604,49.2770544292,-123.106365353,49.2770901688,0,0
359,W 13TH AV,-123.106970104,49.2593958036,-123.108275163,49.2594184628,-123.109580222,49.2594411221,0,0
169,W 12TH AV,-123.104997116,49.2602679901,-123.105964113,49.260284392,-123.10693111,49.260300794,0,0
329,N TEMPLETON DRIVE,-123.059667173,49.2857065666,-123.059658992,49.2861594385,-123.059637876,49.2866118916,0,0
313,LAKEWOOD DRIVE,-123.061635993,49.2839083241,-123.061644636,49.2834613114,-123.06165208,49.2830142772,0,0
145,RENFREW ST,-123.044056945,49.2847714635,-123.044057339,49.284319456,-123.044057733,49.2838674485,0,0
221,MIDLOTHIAN AV,-123.109067111,49.2429871553,-123.110166585,49.2439555774,-123.111322065,49.2448462089,0,0
261,E 30TH AV,-123.102631475,49.2432955076,-123.101987205,49.2432902535,-123.101343001,49.243279788,0,0
5,E 61ST AV,-123.106349488,49.2150748162,-123.104182181,49.2150430509,-123.102014882,49.2150107663,0,0
271,E 3RD AV,-123.102725399,49.2682494625,-123.101723527,49.2682309526,-123.100721651,49.2682125823,0,0
426,W 43RD AV,-123.128122223,49.2320900549,-123.130004573,49.2321544542,-123.131886924,49.2322188401,0,0
288,E 55TH AV,-123.10396965,49.2201970499,-123.102892149,49.2201724904,-123.101814621,49.2201491086,0,0
296,E CORDOVA ST,-123.102200369,49.2823273597,-123.100895691,49.2823036613,-123.099591024,49.2822793281,0,0
143,PEVERIL AV,-123.106977144,49.2458211696,-123.107417837,49.2462089352,-123.10785853,49.2465967008,0,0
487,E 33RD AV,-123.082815508,49.2402477954,-123.08258401,49.2402462248,-123.082352513,49.2402446542,0,0
463,CYPRESS ST,-123.14762361,49.2768110649,-123.147635121,49.2765108583,-123.147646632,49.2762106517,0,0
85,E 57TH AV,-123.106180304,49.2185421302,-123.10509832,49.2185195789,-123.104016343,49.2184967029,0,0
334,ONTARIO PLACE,-123.103681385,49.2325740458,-123.102580071,49.2325508655,-123.101478762,49.2325274993,0,0
97,EXPO BOULEVARD,-123.104078724,49.2777032138,-123.10306792,49.2773201463,-123.102270481,49.2765963779,0,0
162,TAMATH CRESCENT,-123.199749454,49.2357014077,-123.19983076,49.23557142,-123.199912067,49.2354414324,-123.19974945,49.23570141
161,TAMATH CRESCENT,-123.200165547,49.2350357662,-123.200650608,49.2342655955,-123.200165547,49.2350357662,0,0
163,TAMATH CRESCENT,-123.199912067,49.2354414324,-123.200038807,49.2352385993,-123.200165547,49.2350357662,0,0
267,E 36TH AV,-123.101575647,49.2381439034,-123.102588192,49.2380223329,-123.103587547,49.2377797794,0,0
390,W 68TH AV,-123.110090905,49.210050547,-123.11081362,49.2100628568,-123.111536335,49.2100751666,-123.11153633,49.21007517
439,W 57TH AV,-123.12857517,49.2191984264,-123.131285672,49.2192328433,-123.133996173,49.2192673407,0,0
503,E 49TH AV,-123.083857182,49.2253861398,-123.083328557,49.2253806068,-123.082799933,49.2253750737,0,0
372,W 2ND AV,-123.10655715,49.2692684315,-123.10798168,49.2692949605,-123.109403237,49.2692899508,0,0
394,W 8TH AV,-123.106782411,49.2637990151,-123.108109331,49.263821377,-123.109436251,49.2638437388,0,0
421,RENFREW ST,-123.044102892,49.2753746968,-123.044112703,49.2747907211,-123.044122513,49.2742067453,0,0
49,E 21ST AV,-123.104837474,49.2518614744,-123.103861934,49.2518438097,-123.102886377,49.2518270946,0,0
44,E 18TH AV,-123.104709282,49.2546620552,-123.104329372,49.254655679,-123.103949466,49.2546491675,0,0
83,E 55TH AV,-123.106125664,49.2202407762,-123.105047644,49.2202195247,-123.10396965,49.2201970499,0,0
172,W 15TH AV,-123.105115595,49.2575543863,-123.106083616,49.2575715014,-123.107051637,49.2575886166,0,0
437,LILLOOET ST,-123.038849875,49.2753697281,-123.038866203,49.2743103333,-123.038880297,49.2732509096,0,0
505,E 51ST AV,-123.08528416,49.2234948298,-123.0840811,49.223478682,-123.082878039,49.2234625341,0,0
475,E 16TH AV,-123.083592558,49.2563260189,-123.082626256,49.2563105635,-123.081659954,49.2562951082,0,0
461,COMOX ST,-123.127040417,49.2804806205,-123.12804729,49.2811326987,-123.129054162,49.281784777,0,0
93,E KING EDWARD AV,-123.104973662,49.2488402598,-123.104077323,49.2488247805,-123.103180982,49.2488094191,0,0
284,E 51ST AV,-123.10384405,49.2238068392,-123.102763619,49.223784359,-123.101683185,49.2237620221,0,0
384,W 46TH AV,-123.108291476,49.2285893877,-123.109545373,49.2286121121,-123.110799269,49.2286348365,0,0
332,NATIONAL AV,-123.101905935,49.2749489086,-123.100911671,49.2749334322,-123.099917408,49.2749179559,0,0
445,BEACH AV,-123.133794007,49.2760121863,-123.13461141,49.2767852619,-123.135417384,49.2775757284,0,0
269,E 38TH AV,-123.103575084,49.2363724841,-123.10259741,49.2363520469,-123.101619748,49.2363310165,0,0
129,N RENFREW ST,-123.044056945,49.2847714635,-123.044056356,49.2852244691,-123.044055767,49.2856774746,0,0
262,E 32ND AV,-123.102693803,49.2420077658,-123.102048183,49.2419958802,-123.101402558,49.2419842145,0,0
489,E 33RD AV,-123.084100643,49.240256187,-123.083783158,49.240254092,-123.083465673,49.2402519969,0,0
399,W HASTINGS ST,-123.107179759,49.2819853584,-123.108372513,49.2822022368,-123.109530892,49.2825058004,0,0
506,E 52ND AV,-123.085305134,49.2226506354,-123.084106975,49.2226339968,-123.082908817,49.2226173535,0,0
68,E 41ST AV,-123.105639138,49.2331539322,-123.104673442,49.2331365238,-123.103707795,49.2331165798,0,0
273,E 41ST AV,-123.103707795,49.2331165798,-123.102605476,49.2330951919,-123.101503163,49.2330735428,0,0
459,CLARK DRIVE,-123.077222176,49.2758429494,-123.077230825,49.2753906252,-123.077239475,49.274938301,0,0
7,E 63RD AV,-123.106466499,49.2133395362,-123.10427597,49.2133059882,-123.102085449,49.2132718887,0,0
38,E 16TH AV,-123.105153476,49.256651547,-123.105028769,49.256648674,-123.104904062,49.2566458009,0,0
87,E 6TH AV,-123.1047733,49.2655720282,-123.10380592,49.2655544751,-123.10283854,49.2655369221,0,0
395,W BROADWAY,-123.106814571,49.2630458078,-123.108126122,49.2630767248,-123.109437673,49.2631076418,0,0
24,ATHLETES WAY,-123.106030908,49.2715474786,-123.106326236,49.2715528653,-123.106621564,49.271558252,0,0
225,ATHLETES WAY,-123.106621564,49.271558252,-123.107980059,49.271583019,-123.109338554,49.2716077861,0,0
177,W 1ST AV,-123.104582422,49.2701835711,-123.10460028,49.2701838968,-123.104618137,49.2701842224,0,0
251,E 20TH AV,-123.102851333,49.2527316684,-123.101879797,49.2527152146,-123.100908259,49.2526989301,0,0
392,W 70TH AV,-123.110155494,49.2086617474,-123.110899568,49.2086753225,-123.111643642,49.2086888976,-123.11164364,49.2086889
19,W KENT AV NORTH,-123.106821988,49.2068531103,-123.108530935,49.2068659097,-123.110239879,49.2068791335,0,0
110,KASLO ST,-123.046683017,49.2847745342,-123.046683691,49.2843220177,-123.046684872,49.2838695023,0,0
469,E 10TH AV,-123.083305713,49.261472612,-123.082338664,49.2614647508,-123.081371615,49.2614568895,0,0
502,E 49TH AV,-123.085237439,49.2254032461,-123.084547317,49.2253941472,-123.083857182,49.2253861398,0,0
391,W 6TH AV,-123.106708008,49.2656071739,-123.108065181,49.2656327687,-123.109422354,49.2656583636,0,0
88,E 7TH AV,-123.104811396,49.2646674,-123.103843959,49.2646501441,-123.102876521,49.2646328883,0,0
457,CHESTNUT ST,-123.146179044,49.2767631221,-123.146191248,49.27647549,-123.146203453,49.2761878579,0,0
295,E BROADWAY,-123.102945342,49.2629545105,-123.101944728,49.2629311061,-123.100944111,49.2629078461,0,0
333,NELSON ST,-123.117145279,49.2754690287,-123.117630323,49.2757840006,-123.118115367,49.2760989725,0,0
380,W 42ND AV,-123.10814061,49.2322757309,-123.109454648,49.2322993177,-123.110768686,49.2323229045,0,0
301,E WOODSTOCK AV,-123.103682556,49.2336525846,-123.102602526,49.2336303528,-123.101522487,49.2336086004,0,0
355,VICTORIA DRIVE,-123.065505399,49.2839288992,-123.065513995,49.2834766268,-123.065522033,49.2830243441,0,0
63,E 37TH AV,-123.10547411,49.2373147182,-123.104507417,49.2372962669,-123.103540724,49.2372778156,0,0
134,N VICTORIA DRIVE,-123.065491939,49.2848332284,-123.065484852,49.2851653051,-123.065476778,49.2854973585,0,0
318,N CASSIAR ST,-123.030854357,49.2856687475,-123.03041725,49.2861616857,-123.030044105,49.2867046287,0,0
1,E 24TH AV,-123.104941565,49.2495600962,-123.102973547,49.2495314853,-123.10100554,49.249502113,0,0
33,E 11TH AV,-123.104958461,49.261171801,-123.103991496,49.2611537977,-123.103024531,49.2611358148,0,0
4,E 60TH AV,-123.106292328,49.215915082,-123.104136646,49.215886146,-123.101981,49.2158542837,0,0
447,BROUGHTON ST,-123.133102496,49.2857963858,-123.133633857,49.2854446768,-123.134165105,49.2850927958,0,0
17,W 62ND AV,-123.106408029,49.2142073202,-123.108146573,49.214226886,-123.109885181,49.214239578,0,0
15,W 60TH AV,-123.106292328,49.215915082,-123.108058842,49.2159619823,-123.109825972,49.2159743475,0,0
282,E 4TH AV,-123.102763356,49.2673450146,-123.101761507,49.2673268356,-123.10075966,49.2673085317,0,0
174,W 17TH AV,-123.10496814,49.2556581038,-123.106050625,49.2556787212,-123.107133111,49.2556993386,0,0
455,CASSIAR ST,-123.030713335,49.2757834821,-123.030717447,49.27530523,-123.030526736,49.2749391535,0,0
6,E 62ND AV,-123.106408029,49.2142073202,-123.104229092,49.2141743315,-123.102050153,49.2141414859,0,0
92,E HASTINGS ST,-123.104329998,49.2814675325,-123.103289757,49.2813981863,-123.102239645,49.2813786036,0,0
415,GLEN DRIVE,-123.081371082,49.2759020781,-123.081372578,49.2758376225,-123.081374073,49.2757731669,0,0
378,W 40TH AV,-123.10803695,49.2346775973,-123.109346821,49.2347219332,-123.1106567,49.2347660317,0,0
375,W 39TH AV,-123.108000715,49.2355924653,-123.108656005,49.2356147963,-123.109311295,49.2356371273,0,0
101,EXPO BOULEVARD,-123.106132027,49.2780497647,-123.106886997,49.2782990117,-123.10760435,49.2786419591,0,0
423,THURLOW ST,-123.129054162,49.281784777,-123.129585906,49.2814329281,-123.130117649,49.2810810779,0,0
236,DUNLEVY AV,-123.095249815,49.2840087214,-123.095276468,49.2835541498,-123.095281626,49.2830988243,0,0
89,E 8TH AV,-123.104848462,49.2637634112,-123.103881103,49.2637458858,-123.102913745,49.2637283603,0,0
404,WALTER HARDWICK AV,-123.106648375,49.2709290854,-123.108006847,49.2709538517,-123.109365319,49.270978618,0,0
297,E GEORGIA ST,-123.100506429,49.2786307114,-123.100131161,49.2786236426,-123.099755893,49.2786165737,-123.10050643,49.27863071
495,E 39TH AV,-123.084767854,49.2347132785,-123.08363209,49.2347000187,-123.082496326,49.2346867588,0,0
74,E 47TH AV,-123.105867511,49.2276431823,-123.104768551,49.227621501,-123.103669589,49.2275998764,0,0
252,E 21ST AV,-123.102886377,49.2518270946,-123.101911833,49.251810238,-123.10093729,49.2517933547,0,0
446,BIDWELL ST,-123.137034028,49.2883425149,-123.137565238,49.2879905088,-123.138096276,49.2876382419,0,0
70,E 43RD AV,-123.105731199,49.2309864412,-123.104663006,49.2309638993,-123.103594826,49.230940755,0,0
381,W 43RD AV,-123.108179246,49.2313500739,-123.109493395,49.2313907642,-123.110807544,49.2314314545,0,0
37,E 15TH AV,-123.105115595,49.2575543863,-123.104146689,49.2575372693,-123.103177784,49.2575201522,0,0
